id,date,store_nbr,family,sales,onpromotion
2996017,2017-08-13,22,GROCERY II,3.0,2
1389700,2015-02-21,51,BOOKS,0.0,0
248512,2013-05-20,31,"LIQUOR,WINE,BEER",24.0,0
1579381,2015-06-08,24,BABY CARE,0.0,0
2452822,2016-10-11,30,SCHOOL AND OFFICE SUPPLIES,0.0,0
513804,2013-10-16,25,PLAYERS AND ELECTRONICS,0.0,0
1564586,2015-05-30,9,MAGAZINES,0.0,0
152646,2013-03-27,41,LINGERIE,13.0,0
342409,2013-07-12,17,BABY CARE,0.0,0
514608,2013-10-16,48,CELEBRATION,0.0,0
2573909,2016-12-18,29,DAIRY,1358.0,15
679714,2014-01-18,30,GROCERY II,1.0,0
1760692,2015-09-18,11,EGGS,101.0,1
2763153,2017-04-04,38,PRODUCE,1561.18,1
80784,2013-02-15,26,AUTOMOTIVE,1.0,0
1925226,2015-12-19,28,CELEBRATION,16.0,0
2270090,2016-06-30,53,LAWN AND GARDEN,1.0,0
43974,2013-01-25,42,HOME CARE,0.0,0
815197,2014-04-04,31,SCHOOL AND OFFICE SUPPLIES,0.0,0
1897230,2015-12-03,41,PLAYERS AND ELECTRONICS,6.0,0
887874,2014-05-15,21,DELI,0.0,0
2006053,2016-02-03,45,HOME AND KITCHEN II,89.0,1
2951431,2017-07-19,21,EGGS,289.0,2
1029917,2014-08-02,7,LAWN AND GARDEN,20.0,0
2167415,2016-05-04,23,DAIRY,496.0,1
2445864,2016-10-07,36,BEVERAGES,2242.0,9
401195,2013-08-14,16,HARDWARE,0.0,0
2499098,2016-11-06,3,DAIRY,3333.0,27
151863,2013-03-27,2,PRODUCE,0.0,0
2880973,2017-06-09,44,CLEANING,2351.0,24
905585,2014-05-25,18,SEAFOOD,2.622,0
2648950,2017-01-30,34,CLEANING,820.0,17
2259904,2016-06-25,18,SCHOOL AND OFFICE SUPPLIES,1.0,0
760315,2014-03-04,41,POULTRY,151.429,0
420395,2013-08-24,54,DAIRY,52.0,0
281950,2013-06-08,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
2178645,2016-05-10,38,HOME CARE,250.0,0
635619,2013-12-23,43,CELEBRATION,0.0,0
1307187,2015-01-06,36,MEATS,186.234,0
2534854,2016-11-26,32,PERSONAL CARE,96.0,2
2019630,2016-02-11,26,PRODUCE,591.43,0
2515314,2016-11-15,34,LINGERIE,2.0,0
2847125,2017-05-21,44,HOME APPLIANCES,4.0,0
2596064,2016-12-31,5,LAWN AND GARDEN,10.0,0
1426590,2015-03-14,37,AUTOMOTIVE,4.0,0
1112526,2014-09-18,24,PRODUCE,2349.703,0
2211253,2016-05-28,52,"LIQUOR,WINE,BEER",0.0,0
2876097,2017-06-06,8,HOME AND KITCHEN I,61.0,2
225437,2013-05-07,34,HARDWARE,3.0,0
2050906,2016-02-28,53,"LIQUOR,WINE,BEER",0.0,0
1613001,2015-06-27,17,PLAYERS AND ELECTRONICS,8.0,0
1017,2013-01-01,37,PLAYERS AND ELECTRONICS,0.0,0
1033507,2014-08-04,8,GROCERY II,30.0,0
2739644,2017-03-22,29,HOME APPLIANCES,0.0,0
2901555,2017-06-21,21,PRODUCE,1064.625,2
1515795,2015-05-03,4,CELEBRATION,0.0,0
849736,2014-04-23,50,LADIESWEAR,0.0,0
217273,2013-05-02,6,BABY CARE,0.0,0
846750,2014-04-22,18,BEVERAGES,971.0,0
2873726,2017-06-05,40,LAWN AND GARDEN,0.0,0
2849870,2017-05-23,21,MAGAZINES,3.0,0
1469874,2015-04-07,50,LINGERIE,0.0,0
91796,2013-02-21,34,MAGAZINES,0.0,0
984631,2014-07-08,36,EGGS,100.0,0
363875,2013-07-24,19,HOME APPLIANCES,1.0,0
1728290,2015-08-30,51,HARDWARE,1.0,0
2935639,2017-07-10,28,PERSONAL CARE,245.0,9
2421523,2016-09-23,52,HOME AND KITCHEN II,0.0,0
1637689,2015-07-11,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
2567156,2016-12-14,39,LAWN AND GARDEN,7.0,0
1088529,2014-09-04,50,MEATS,580.592,0
1544726,2015-05-19,50,PREPARED FOODS,70.232,0
2261354,2016-06-25,9,PREPARED FOODS,136.918,0
1266676,2014-12-13,5,BOOKS,0.0,0
1821102,2015-10-21,6,PRODUCE,3656.502,186
121481,2013-03-10,18,DAIRY,334.0,0
2931930,2017-07-08,24,GROCERY I,4500.0,54
1467011,2015-04-06,20,PREPARED FOODS,38.22,0
1739198,2015-09-05,8,SEAFOOD,89.28,0
35026,2013-01-20,41,GROCERY II,26.0,0
1593103,2015-06-15,9,POULTRY,566.069,0
1955311,2016-01-06,21,POULTRY,188.572,0
331475,2013-07-06,1,MAGAZINES,0.0,0
1365139,2015-02-08,12,POULTRY,241.177,0
1325806,2015-01-16,9,SCHOOL AND OFFICE SUPPLIES,0.0,0
2301088,2016-07-18,23,SCHOOL AND OFFICE SUPPLIES,1.0,0
2519403,2016-11-17,49,HOME CARE,350.0,11
795901,2014-03-24,40,CLEANING,1318.0,0
1703341,2015-08-16,51,GROCERY II,45.0,0
347270,2013-07-14,52,FROZEN FOODS,0.0,0
1200438,2014-11-06,40,PRODUCE,1061.896,2
2181658,2016-05-12,22,POULTRY,103.93,0
54524,2013-01-31,39,DAIRY,146.0,0
1046818,2014-08-12,30,PERSONAL CARE,63.0,0
2155188,2016-04-27,3,MEATS,651.364,1
1192177,2014-11-02,1,LADIESWEAR,3.0,0
457304,2013-09-14,4,MAGAZINES,0.0,0
1535291,2015-05-14,36,SEAFOOD,1.0,1
2552857,2016-12-06,38,EGGS,81.0,0
1870317,2015-11-18,37,DELI,136.499,1
1792206,2015-10-05,45,DELI,625.358,0
81666,2013-02-15,5,MEATS,340.484,0
2940932,2017-07-13,27,BREAD/BAKERY,498.744,0
2081568,2016-03-17,14,PLAYERS AND ELECTRONICS,6.0,0
1231828,2014-11-24,22,BOOKS,0.0,0
1978826,2016-01-19,31,HARDWARE,0.0,0
214895,2013-05-01,38,SEAFOOD,34.686,0
1328113,2015-01-18,23,POULTRY,326.275,0
2020785,2016-02-11,9,PRODUCE,1316.942,0
2232888,2016-06-10,10,DELI,195.0,0
1102223,2014-09-12,35,MAGAZINES,0.0,0
2649028,2017-01-30,36,LADIESWEAR,0.0,0
247393,2013-05-19,5,PERSONAL CARE,331.0,0
1514098,2015-05-02,41,PERSONAL CARE,431.0,0
642049,2013-12-28,24,BABY CARE,0.0,0
2272710,2016-07-02,28,AUTOMOTIVE,15.0,0
1723802,2015-08-28,26,HARDWARE,0.0,0
1657754,2015-07-22,22,SEAFOOD,0.0,0
63964,2013-02-05,53,EGGS,0.0,0
1033822,2014-08-05,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
1298116,2015-01-01,31,POULTRY,0.0,0
951437,2014-06-19,54,HARDWARE,0.0,0
1532187,2015-05-12,49,PRODUCE,1.0,0
2823530,2017-05-08,32,HOME APPLIANCES,0.0,0
190968,2013-04-18,17,PRODUCE,0.0,0
1856466,2015-11-10,48,HOME CARE,366.0,0
1019711,2014-07-28,20,FROZEN FOODS,0.0,0
2154814,2016-04-27,2,GROCERY II,16.0,0
2671987,2017-02-12,30,EGGS,131.0,0
2067997,2016-03-09,33,LADIESWEAR,0.0,0
88949,2013-02-19,54,HARDWARE,1.0,0
2407195,2016-09-15,50,EGGS,81.0,0
2275898,2016-07-04,17,LAWN AND GARDEN,0.0,0
1064369,2014-08-22,23,LAWN AND GARDEN,0.0,0
162238,2013-04-02,11,EGGS,79.0,0
2184165,2016-05-13,42,PLAYERS AND ELECTRONICS,17.0,0
2552444,2016-12-06,26,PET SUPPLIES,0.0,0
376038,2013-07-31,10,BEVERAGES,548.0,0
707599,2014-02-03,13,GROCERY II,0.0,0
2336327,2016-08-07,12,PET SUPPLIES,1.0,0
213514,2013-04-30,5,BOOKS,0.0,0
870392,2014-05-05,30,HOME APPLIANCES,2.0,0
1591806,2015-06-15,22,HOME CARE,0.0,0
2272461,2016-07-02,20,HOME AND KITCHEN I,42.0,0
1138798,2014-10-03,12,BABY CARE,0.0,0
1825200,2015-10-24,21,BEVERAGES,2242.0,2
1100806,2014-09-11,45,PERSONAL CARE,343.0,1
1032889,2014-08-04,4,"LIQUOR,WINE,BEER",29.0,0
1944876,2015-12-31,29,LINGERIE,15.0,0
989676,2014-07-11,28,CELEBRATION,17.0,0
2432198,2016-09-29,51,SEAFOOD,29.31,0
536168,2013-10-28,52,HOME APPLIANCES,0.0,0
1246130,2014-12-02,23,HOME APPLIANCES,0.0,0
1402476,2015-03-01,10,DELI,403.0,0
2715644,2017-03-08,6,DAIRY,1001.0,39
897379,2014-05-20,38,EGGS,99.0,1
689108,2014-01-23,44,BEAUTY,5.0,0
2935578,2017-07-10,26,PRODUCE,462.491,9
1376357,2015-02-14,27,PET SUPPLIES,0.0,0
2561621,2016-12-11,33,PREPARED FOODS,52.0,1
529376,2013-10-25,12,MAGAZINES,0.0,0
346607,2013-07-14,34,DAIRY,215.0,0
1440161,2015-03-22,18,DAIRY,780.0,1
2682799,2017-02-18,33,SCHOOL AND OFFICE SUPPLIES,0.0,0
2755076,2017-03-31,12,BREAD/BAKERY,117.0,2
2835509,2017-05-15,19,HOME APPLIANCES,0.0,0
1375869,2015-02-14,14,AUTOMOTIVE,15.0,0
1949979,2016-01-03,22,DELI,225.0,0
18227,2013-01-11,20,FROZEN FOODS,0.0,0
2095849,2016-03-25,15,LADIESWEAR,12.0,0
2051069,2016-02-28,9,LAWN AND GARDEN,7.0,0
1760789,2015-09-18,14,DAIRY,244.0,0
2373921,2016-08-28,18,AUTOMOTIVE,0.0,0
2785800,2017-04-17,24,CELEBRATION,11.0,0
2801841,2017-04-26,24,DELI,306.751,5
2967687,2017-07-28,27,PRODUCE,2278.518,14
770629,2014-03-10,31,GROCERY II,2.0,0
1711039,2015-08-21,18,"LIQUOR,WINE,BEER",123.0,0
2922190,2017-07-02,50,CLEANING,3430.0,48
986328,2014-07-09,33,MEATS,206.40399,1
2368013,2016-08-24,50,SEAFOOD,22.202,2
2816199,2017-05-04,27,GROCERY I,3003.0,52
1282538,2014-12-22,44,PET SUPPLIES,33.0,0
1954216,2016-01-05,40,"LIQUOR,WINE,BEER",41.0,0
2606913,2017-01-06,54,GROCERY I,2374.0,44
2300275,2016-07-17,50,EGGS,148.0,1
72864,2013-02-10,53,AUTOMOTIVE,0.0,0
1296590,2014-12-31,39,LAWN AND GARDEN,14.0,0
29674,2013-01-17,41,CLEANING,479.0,0
569038,2013-11-16,25,LADIESWEAR,0.0,0
2229738,2016-06-08,21,PLAYERS AND ELECTRONICS,1.0,0
105758,2013-03-01,26,PET SUPPLIES,0.0,0
659332,2014-01-06,9,PERSONAL CARE,358.0,0
323171,2013-07-01,27,BEAUTY,2.0,0
957735,2014-06-23,31,DELI,231.172,0
2885079,2017-06-12,1,LINGERIE,3.0,0
2883693,2017-06-11,20,LINGERIE,9.0,0
2083351,2016-03-18,14,POULTRY,54.55,11
1586176,2015-06-12,14,SCHOOL AND OFFICE SUPPLIES,0.0,0
690066,2014-01-24,21,BEVERAGES,0.0,0
1658137,2015-07-22,33,LADIESWEAR,0.0,0
2024186,2016-02-13,53,SEAFOOD,1.0,0
1622507,2015-07-02,33,PREPARED FOODS,27.0,0
416051,2013-08-22,32,LAWN AND GARDEN,0.0,0
1480244,2015-04-13,41,PREPARED FOODS,34.24,0
1391108,2015-02-22,40,PET SUPPLIES,0.0,0
362402,2013-07-23,27,PREPARED FOODS,67.914,0
222445,2013-05-05,5,PERSONAL CARE,434.0,0
1040090,2014-08-08,41,PREPARED FOODS,47.867,1
1637801,2015-07-11,13,FROZEN FOODS,39.0,13
2893107,2017-06-16,34,PRODUCE,695.208,2
746902,2014-02-25,16,GROCERY II,4.0,0
2690613,2017-02-22,52,MEATS,0.0,0
2326285,2016-08-01,30,HOME AND KITCHEN II,2.0,0
1683945,2015-08-05,8,LINGERIE,24.0,0
1063399,2014-08-21,46,CLEANING,1548.0,3
547335,2013-11-04,16,PRODUCE,0.0,0
1629798,2015-07-06,38,PLAYERS AND ELECTRONICS,6.0,0
2096876,2016-03-25,43,MAGAZINES,1.0,0
161030,2013-04-01,27,MAGAZINES,0.0,0
1280269,2014-12-21,31,BABY CARE,0.0,0
2131617,2016-04-14,19,HOME AND KITCHEN I,16.0,0
532724,2013-10-26,7,BREAD/BAKERY,441.44,0
117271,2013-03-07,49,"LIQUOR,WINE,BEER",99.0,0
602667,2013-12-05,19,LINGERIE,4.0,0
2582591,2016-12-23,22,FROZEN FOODS,1146.885,2
293254,2013-06-14,37,HOME AND KITCHEN II,0.0,0
2679315,2017-02-16,36,GROCERY I,3614.759,60
416292,2013-08-22,39,PRODUCE,0.0,0
1038509,2014-08-07,47,SEAFOOD,50.428,0
2668783,2017-02-10,40,CLEANING,1324.0,29
2846541,2017-05-21,28,PLAYERS AND ELECTRONICS,5.0,0
2754635,2017-03-30,49,PET SUPPLIES,13.0,0
2099877,2016-03-27,28,LINGERIE,2.0,0
1791049,2015-10-05,13,CLEANING,964.0,4
1081456,2014-08-31,52,GROCERY II,0.0,0
1378952,2015-02-15,5,HARDWARE,2.0,0
328593,2013-07-04,29,GROCERY I,0.0,0
1659768,2015-07-23,3,AUTOMOTIVE,4.0,0
375864,2013-07-30,54,PLAYERS AND ELECTRONICS,0.0,0
25600,2013-01-15,27,PERSONAL CARE,125.0,0
2543153,2016-12-01,16,DAIRY,226.0,15
1004427,2014-07-19,41,CELEBRATION,10.0,0
311406,2013-06-24,46,HOME CARE,0.0,0
146363,2013-03-24,16,DAIRY,149.0,0
983894,2014-07-08,15,SEAFOOD,0.0,0
993443,2014-07-13,33,FROZEN FOODS,41.0,0
935480,2014-06-10,7,PREPARED FOODS,173.368,0
926970,2014-06-06,19,AUTOMOTIVE,9.0,0
44530,2013-01-25,9,GROCERY II,6.0,0
2632466,2017-01-21,21,MAGAZINES,5.0,0
2288937,2016-07-11,32,MEATS,69.43,0
2564298,2016-12-13,1,AUTOMOTIVE,4.0,0
2049415,2016-02-28,12,HOME AND KITCHEN II,18.0,0
2574747,2016-12-18,51,LINGERIE,6.0,0
1472441,2015-04-09,23,HARDWARE,0.0,0
1972477,2016-01-15,53,BABY CARE,0.0,0
2925452,2017-07-04,42,BEAUTY,9.0,1
2196939,2016-05-20,50,PRODUCE,2118.531,0
1578631,2015-06-07,52,EGGS,0.0,0
742511,2014-02-22,42,FROZEN FOODS,0.0,0
1549702,2015-05-22,40,"LIQUOR,WINE,BEER",147.0,0
1515471,2015-05-03,30,GROCERY I,1705.0,5
266245,2013-05-30,3,BABY CARE,0.0,0
379962,2013-08-02,20,AUTOMOTIVE,0.0,0
2503391,2016-11-08,5,FROZEN FOODS,111.321,7
2162427,2016-05-01,33,BEVERAGES,2698.0,25
2860285,2017-05-29,14,EGGS,35.0,11
426387,2013-08-28,22,PLAYERS AND ELECTRONICS,0.0,0
1828716,2015-10-26,2,LINGERIE,7.0,1
1432078,2015-03-17,40,EGGS,160.0,1
2899432,2017-06-20,12,LADIESWEAR,10.0,0
48674,2013-01-28,24,SEAFOOD,39.899,0
277917,2013-06-05,7,MEATS,524.881,0
577132,2013-11-20,51,POULTRY,844.378,0
1455676,2015-03-30,52,GROCERY II,0.0,0
375152,2013-07-30,35,DAIRY,43.0,0
2590141,2016-12-28,34,BOOKS,0.0,0
2527828,2016-11-22,35,POULTRY,20.337,0
1141503,2014-10-04,38,AUTOMOTIVE,19.0,0
319529,2013-06-29,24,MAGAZINES,0.0,0
293950,2013-06-14,7,LADIESWEAR,0.0,0
1478106,2015-04-12,32,BEVERAGES,259.0,1
2798512,2017-04-24,30,GROCERY II,1.0,0
1086248,2014-09-03,37,LAWN AND GARDEN,11.0,2
403350,2013-08-15,26,MEATS,449.61398,0
1606725,2015-06-23,40,LINGERIE,16.0,0
61561,2013-02-04,36,HOME AND KITCHEN II,0.0,0
492676,2013-10-04,32,LADIESWEAR,0.0,0
2372885,2016-08-27,38,LAWN AND GARDEN,1.0,0
2725555,2017-03-14,33,LADIESWEAR,0.0,0
76836,2013-02-13,15,GROCERY I,2452.0,0
1374617,2015-02-13,29,BEAUTY,0.0,0
409825,2013-08-18,8,SCHOOL AND OFFICE SUPPLIES,0.0,0
1836346,2015-10-30,33,POULTRY,294.229,15
468399,2013-09-20,50,PRODUCE,14.0,0
135560,2013-03-18,12,PREPARED FOODS,18.0,0
922237,2014-06-03,35,LADIESWEAR,0.0,0
2060267,2016-03-05,17,FROZEN FOODS,189.0,21
2157459,2016-04-28,43,HOME CARE,171.0,0
1884419,2015-11-26,32,LAWN AND GARDEN,0.0,0
2982144,2017-08-05,33,AUTOMOTIVE,3.0,0
1615837,2015-06-28,46,PERSONAL CARE,1412.0,1
282173,2013-06-08,26,MAGAZINES,0.0,0
1615473,2015-06-28,36,MEATS,203.869,1
1129992,2014-09-28,15,CELEBRATION,4.0,0
2819597,2017-05-06,22,FROZEN FOODS,174.4,19
1212170,2014-11-13,20,HARDWARE,0.0,0
2260702,2016-06-25,40,BOOKS,0.0,0
1463182,2015-04-04,13,POULTRY,356.3,0
2827618,2017-05-10,47,GROCERY II,68.0,0
453492,2013-09-12,33,CELEBRATION,0.0,0
2723295,2017-03-13,20,BEVERAGES,2825.0,14
2732148,2017-03-18,19,GROCERY I,5317.0,32
1285907,2014-12-24,39,PREPARED FOODS,45.0,0
1501628,2015-04-25,41,PREPARED FOODS,71.276,0
1861522,2015-11-13,4,PERSONAL CARE,168.0,0
430249,2013-08-30,30,POULTRY,71.432,0
69447,2013-02-08,8,HOME AND KITCHEN I,0.0,0
2680230,2017-02-17,12,BEVERAGES,1271.0,11
2152639,2016-04-25,9,HOME AND KITCHEN II,22.0,0
818274,2014-04-06,19,CELEBRATION,0.0,0
1485609,2015-04-16,42,HOME AND KITCHEN I,0.0,0
2454221,2016-10-12,20,FROZEN FOODS,69.0,5
319661,2013-06-29,28,MAGAZINES,0.0,0
1845817,2015-11-04,49,POULTRY,1190.71,0
446412,2013-09-08,34,LINGERIE,22.0,0
2574471,2016-12-18,44,DELI,1135.626,14
2362163,2016-08-21,37,MAGAZINES,9.0,0
2028491,2016-02-16,25,HARDWARE,0.0,0
2306173,2016-07-21,17,BABY CARE,0.0,0
2930171,2017-07-07,25,BEAUTY,3.0,0
943274,2014-06-15,26,BEAUTY,0.0,0
2446364,2016-10-07,5,DAIRY,538.0,12
2520102,2016-11-18,19,MEATS,129.672,0
2317942,2016-07-27,46,"LIQUOR,WINE,BEER",123.0,0
2347862,2016-08-13,36,FROZEN FOODS,331.647,18
2450639,2016-10-10,2,PET SUPPLIES,10.0,0
2814967,2017-05-03,42,BABY CARE,0.0,0
1484211,2015-04-15,53,BEVERAGES,586.0,1
122602,2013-03-10,49,CLEANING,1570.0,0
954365,2014-06-21,37,BREAD/BAKERY,524.28,0
788299,2014-03-20,27,POULTRY,242.23401,0
1996673,2016-01-29,32,DAIRY,140.0,0
340643,2013-07-11,17,HOME APPLIANCES,0.0,0
2146155,2016-04-22,27,AUTOMOTIVE,11.0,0
2110660,2016-04-02,30,GROCERY II,2.0,0
1576899,2015-06-06,53,PLAYERS AND ELECTRONICS,8.0,0
1603996,2015-06-22,14,SCHOOL AND OFFICE SUPPLIES,0.0,0
1339695,2015-01-24,48,PLAYERS AND ELECTRONICS,0.0,0
316359,2013-06-27,35,LINGERIE,1.0,0
105641,2013-03-01,23,DAIRY,275.0,0
1085881,2014-09-03,27,HOME AND KITCHEN II,7.0,0
1355771,2015-02-02,49,SEAFOOD,107.448,0
2537872,2016-11-28,18,CLEANING,0.0,0
729198,2014-02-15,19,PRODUCE,0.0,0
66637,2013-02-07,29,EGGS,0.0,0
1542223,2015-05-18,31,BABY CARE,0.0,0
36906,2013-01-21,44,GROCERY I,5932.0,0
1410806,2015-03-05,43,MAGAZINES,0.0,0
1930540,2015-12-22,27,CLEANING,987.0,6
2234358,2016-06-10,50,PLAYERS AND ELECTRONICS,14.0,0
1244032,2014-12-01,14,SCHOOL AND OFFICE SUPPLIES,0.0,0
1834909,2015-10-29,43,EGGS,80.0,0
2421993,2016-09-24,16,MEATS,60.895,0
929879,2014-06-07,5,BREAD/BAKERY,386.863,0
1751224,2015-09-12,45,GROCERY II,83.0,0
153823,2013-03-28,25,EGGS,359.0,0
1744192,2015-09-08,48,EGGS,96.0,0
2225388,2016-06-05,5,AUTOMOTIVE,10.0,0
233205,2013-05-11,51,PLAYERS AND ELECTRONICS,0.0,0
930542,2014-06-08,19,DAIRY,462.0,0
2677653,2017-02-15,4,AUTOMOTIVE,3.0,0
621301,2013-12-15,41,EGGS,145.0,0
444984,2013-09-07,44,GROCERY I,12121.0,0
2400465,2016-09-12,12,GROCERY I,2332.0,58
598845,2013-12-03,11,PLAYERS AND ELECTRONICS,0.0,0
524066,2013-10-22,13,PET SUPPLIES,0.0,0
759925,2014-03-04,31,BABY CARE,0.0,0
1077491,2014-08-29,41,DAIRY,393.0,1
2033719,2016-02-19,21,POULTRY,102.143,15
387987,2013-08-06,45,CELEBRATION,0.0,0
2485096,2016-10-29,36,SCHOOL AND OFFICE SUPPLIES,0.0,0
1508230,2015-04-29,27,SCHOOL AND OFFICE SUPPLIES,0.0,0
250223,2013-05-21,3,HOME APPLIANCES,1.0,0
618293,2013-12-13,8,BREAD/BAKERY,491.508,0
692506,2014-01-25,4,BABY CARE,0.0,0
2546126,2016-12-02,49,FROZEN FOODS,664.368,3
1459036,2015-04-01,47,CLEANING,2433.0,2
288943,2013-06-12,16,POULTRY,60.171,0
2102019,2016-03-28,38,HOME CARE,257.0,0
754690,2014-03-01,34,GROCERY II,18.0,0
514174,2013-10-16,36,BABY CARE,0.0,0
2172451,2016-05-07,14,POULTRY,186.298,0
2825272,2017-05-09,31,EGGS,286.0,0
2793866,2017-04-21,5,LAWN AND GARDEN,9.0,0
2362709,2016-08-21,52,DAIRY,0.0,0
2825137,2017-05-09,28,CLEANING,1206.0,33
1121407,2014-09-23,24,BABY CARE,0.0,0
929237,2014-06-07,31,MAGAZINES,0.0,0
2457387,2016-10-14,1,DELI,124.083,40
868898,2014-05-04,39,DAIRY,827.0,2
29392,2013-01-17,33,"LIQUOR,WINE,BEER",25.0,0
2572126,2016-12-17,29,CLEANING,1326.0,25
311871,2013-06-25,1,LINGERIE,17.0,0
335677,2013-07-08,28,BABY CARE,0.0,0
444768,2013-09-07,38,PLAYERS AND ELECTRONICS,0.0,0
1157176,2014-10-13,27,SCHOOL AND OFFICE SUPPLIES,0.0,0
358147,2013-07-20,8,SCHOOL AND OFFICE SUPPLIES,0.0,0
2457643,2016-10-14,17,BABY CARE,0.0,0
981368,2014-07-06,44,HARDWARE,4.0,0
548791,2013-11-04,8,BABY CARE,0.0,0
536307,2013-10-28,7,MEATS,490.28,0
2152930,2016-04-26,17,EGGS,224.0,0
1880466,2015-11-24,21,PLAYERS AND ELECTRONICS,8.0,0
1711520,2015-08-21,31,DAIRY,411.0,1
1985110,2016-01-22,8,POULTRY,858.563,39
1852594,2015-11-08,4,CLEANING,1394.0,1
526903,2013-10-23,42,PERSONAL CARE,0.0,0
1092518,2014-09-07,13,LAWN AND GARDEN,0.0,0
1737127,2015-09-04,5,CLEANING,1165.0,5
813057,2014-04-03,22,BEVERAGES,0.0,0
2542921,2016-12-01,1,CLEANING,818.0,6
2921451,2017-07-02,3,PLAYERS AND ELECTRONICS,45.0,0
1008634,2014-07-22,1,"LIQUOR,WINE,BEER",88.0,0
2226727,2016-06-06,37,LADIESWEAR,23.0,0
2255998,2016-06-22,9,LADIESWEAR,10.0,0
1970160,2016-01-14,38,PLAYERS AND ELECTRONICS,9.0,0
2782731,2017-04-15,38,CELEBRATION,32.0,0
712594,2014-02-05,52,PERSONAL CARE,0.0,0
837960,2014-04-17,20,MEATS,0.0,0
2467302,2016-10-19,37,MEATS,225.431,0
1551880,2015-05-23,51,"LIQUOR,WINE,BEER",370.0,0
2193053,2016-05-18,42,BREAD/BAKERY,523.07,16
2209805,2016-05-28,12,PET SUPPLIES,0.0,0
1875948,2015-11-21,44,PRODUCE,13043.329,0
542821,2013-11-01,4,BOOKS,0.0,0
1333737,2015-01-21,31,DELI,224.761,4
2482948,2016-10-28,26,POULTRY,202.062,0
55055,2013-01-31,53,FROZEN FOODS,0.0,0
2125645,2016-04-10,50,HOME AND KITCHEN II,53.0,2
465364,2013-09-19,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
2818042,2017-05-05,29,CLEANING,1384.0,36
347350,2013-07-14,54,PERSONAL CARE,213.0,0
325071,2013-07-02,3,LINGERIE,34.0,0
878064,2014-05-09,46,AUTOMOTIVE,10.0,0
2315705,2016-07-26,33,PREPARED FOODS,35.0,1
2212110,2016-05-29,27,LINGERIE,8.0,0
1217173,2014-11-16,11,BABY CARE,0.0,0
838967,2014-04-17,49,DAIRY,1430.0,0
2186627,2016-05-15,12,HARDWARE,1.0,0
1901223,2015-12-05,53,PLAYERS AND ELECTRONICS,3.0,0
2892210,2017-06-16,1,MEATS,741.206,44
1283918,2014-12-23,33,LAWN AND GARDEN,5.0,1
2454717,2016-10-12,34,GROCERY I,2650.474,86
357995,2013-07-20,53,FROZEN FOODS,0.0,0
828835,2014-04-12,15,CLEANING,871.0,0
217262,2013-05-02,54,MAGAZINES,0.0,0
585476,2013-11-25,36,MAGAZINES,0.0,0
1403427,2015-03-01,37,BEVERAGES,1804.0,0
229013,2013-05-09,34,PET SUPPLIES,0.0,0
1207007,2014-11-10,25,SEAFOOD,2.0,0
1729186,2015-08-31,27,LADIESWEAR,5.0,0
2721827,2017-03-12,29,LAWN AND GARDEN,8.0,0
1336292,2015-01-22,52,MAGAZINES,0.0,0
1306921,2015-01-06,29,"LIQUOR,WINE,BEER",0.0,0
572449,2013-11-18,20,SCHOOL AND OFFICE SUPPLIES,0.0,0
1028332,2014-08-02,12,LADIESWEAR,0.0,0
421079,2013-08-25,23,SEAFOOD,28.636,0
2241005,2016-06-14,38,DAIRY,629.0,6
2061999,2016-03-06,15,PLAYERS AND ELECTRONICS,3.0,0
956684,2014-06-22,51,HARDWARE,0.0,0
414912,2013-08-21,50,BEVERAGES,990.0,0
589034,2013-11-27,36,HOME APPLIANCES,2.0,0
953843,2014-06-21,22,FROZEN FOODS,0.0,0
993003,2014-07-13,21,AUTOMOTIVE,0.0,0
1446605,2015-03-25,48,HOME APPLIANCES,0.0,0
2966994,2017-07-27,8,PRODUCE,3047.898,14
631240,2013-12-21,20,HOME AND KITCHEN II,0.0,0
2009250,2016-02-05,35,GROCERY I,1989.0,9
1570754,2015-06-03,31,LAWN AND GARDEN,0.0,0
1829973,2015-10-26,54,MEATS,53.989998,0
907410,2014-05-26,2,DELI,193.59,0
12865,2013-01-08,2,POULTRY,200.62599,0
2752042,2017-03-29,27,CLEANING,858.0,8
1431820,2015-03-17,33,HOME AND KITCHEN II,18.0,0
826130,2014-04-10,39,DAIRY,302.0,0
193284,2013-04-19,32,BEVERAGES,440.0,0
909551,2014-05-27,3,BREAD/BAKERY,885.365,0
2149041,2016-04-23,8,HOME AND KITCHEN I,29.0,0
1882604,2015-11-25,31,LAWN AND GARDEN,1.0,0
977580,2014-07-04,38,LINGERIE,18.0,0
685713,2014-01-21,49,CELEBRATION,21.0,0
828266,2014-04-11,48,SEAFOOD,46.4796,0
2785408,2017-04-17,13,EGGS,30.0,10
2715885,2017-03-09,12,HOME CARE,155.0,6
2175872,2016-05-09,10,HOME APPLIANCES,1.0,0
2359475,2016-08-20,12,DAIRY,339.0,1
2770438,2017-04-08,42,"LIQUOR,WINE,BEER",178.0,1
1943030,2015-12-30,27,MAGAZINES,2.0,0
2257236,2016-06-23,43,BEVERAGES,2170.0,5
145830,2013-03-23,50,BEVERAGES,1950.0,0
